country,ifs,id,year,enp_lt,enp_mol,enp_gol,rgdpe,rent ,formgov,elecsys,demstock,ethfrac,elections,bi_elections
Zambia,ZMB,45,2000,1.301029259,1.010005603,1.157117015,12359.98926,5.525984487,1,2,-91,0.8182164,2,0
Zambia,ZMB,45,2001,1.301029259,1.010005603,1.157117015,13454.8877,3.381641579,1,2,-88,0.8182164,2,0
Zambia,ZMB,45,2002,2.995207668,2.096887153,2.526080387,14748.66309,4.291537325,1,2,-86,0.8182164,3,1
Zambia,ZMB,45,2003,2.995207668,2.096887153,2.526080387,15712.22754,7.037964752,1,2,-83,0.8182164,3,0
Zambia,ZMB,45,2004,2.995207668,2.096887153,2.526080387,17070.5918,11.62473463,1,2,-80,0.8182164,3,0
Zambia,ZMB,45,2005,2.995207668,2.096887153,2.526080387,18882.76563,13.28552852,1,2,-77,0.8182164,3,0
Zambia,ZMB,45,2006,2.995207668,2.096887153,2.526080387,22674.91992,20.80111488,1,2,-75,0.8182164,3,0
Zambia,ZMB,45,2007,2.75600196,1.857115259,2.222302543,31106.21875,22.06770544,1,2,-72,0.8182164,4,1
Zimbabwe,ZWE,46,1981,1.74958994,1.195621182,1.428596895,19072.0293,4.188338012,2,2,35,0.5439504,1,1
Zimbabwe,ZWE,46,1982,1.74958994,1.195621182,1.428596895,23272.08789,4.05786216,2,2,38,0.5439504,1,0
Zimbabwe,ZWE,46,1983,1.74958994,1.195621182,1.428596895,24571.9082,3.526793487,2,2,39,0.5439504,1,0
Zimbabwe,ZWE,46,1984,1.74958994,1.195621182,1.428596895,28736.375,3.741373362,2,2,39,0.5439504,1,0
Zimbabwe,ZWE,46,1985,1.74958994,1.195621182,1.428596895,27469.47461,3.857037865,2,2,40,0.5439504,1,0
Zimbabwe,ZWE,46,1986,2.190100745,1.22543744,1.694439241,30168.53516,3.745593702,2,2,41,0.5439504,2,1
Zimbabwe,ZWE,46,1987,2.190100745,1.22543744,1.694439241,31386.48242,4.034096124,2,2,37,0.5439504,2,0
Zimbabwe,ZWE,46,1988,2.190100745,1.22543744,1.694439241,31566.09375,4.979918129,1,2,33,0.5439504,2,0
Zimbabwe,ZWE,46,1989,2.190100745,1.22543744,1.694439241,37194.31641,4.782654622,1,2,29,0.5439504,2,0
Zimbabwe,ZWE,46,1990,2.190100745,1.22543744,1.694439241,41904.84766,4.235529976,1,2,25,0.5439504,2,0
Zimbabwe,ZWE,46,1991,1.05200208,1.000390759,1.026151713,44684.94141,9.185100632,1,2,22,0.5439504,3,1
Zimbabwe,ZWE,46,1992,1.05200208,1.000390759,1.026151713,52277.52344,10.37048784,1,2,18,0.5439504,3,0
Zimbabwe,ZWE,46,1993,1.05200208,1.000390759,1.026151713,46741.52344,8.320165172,1,2,14,0.5439504,3,0
Zimbabwe,ZWE,46,1994,1.05200208,1.000390759,1.026151713,48796.13281,8.811081542,1,2,10,0.5439504,3,0
Zimbabwe,ZWE,46,1995,1.05200208,1.000390759,1.026151713,54574.10156,7.993311451,1,2,7,0.5439504,3,0
Zimbabwe,ZWE,46,1996,1.03388857,1.000296924,1.016949153,51863.66016,7.418407801,1,2,3,0.5439504,4,1
Zimbabwe,ZWE,46,1997,1.03388857,1.000296924,1.016949153,59206.39453,6.461996543,1,2,0,0.5439504,4,0
Zimbabwe,ZWE,46,1998,1.03388857,1.000296924,1.016949153,50638.125,4.851025834,1,2,-4,0.5439504,4,0
Zimbabwe,ZWE,46,1999,1.03388857,1.000296924,1.016949153,45291.72266,3.205005709,1,2,-6,0.5439504,4,0
Zimbabwe,ZWE,46,2000,1.03388857,1.000296924,1.016949153,41249.87891,3.616429496,1,2,-7,0.5439504,4,0
Zimbabwe,ZWE,46,2001,1.996475398,1.91450001,1.919354839,36716.03125,3.770063476,1,2,-10,0.5439504,5,1
Zimbabwe,ZWE,46,2002,1.996475398,1.91450001,1.919354839,34432.77344,4.34618911,1,2,-12,0.5439504,5,0
Zimbabwe,ZWE,46,2003,1.996475398,1.91450001,1.919354839,27435.93164,7.093636577,1,2,-14,0.5439504,5,0
Zimbabwe,ZWE,46,2004,1.996475398,1.91450001,1.919354839,23336.74609,9.002677048,1,2,-16,0.5439504,5,0
Zimbabwe,ZWE,46,2005,1.996475398,1.91450001,1.919354839,21205.89258,9.32720638,1,2,-19,0.5439504,5,0
Zimbabwe,ZWE,46,2006,1.854236415,1.401600006,1.547072604,17323.63281,12.09483683,1,2,-21,0.5439504,6,1
Zimbabwe,ZWE,46,2007,1.854236415,1.401600006,1.547072604,15476.66309,16.82376105,1,2,-23,0.5439504,6,0
Zimbabwe,ZWE,46,2008,1.854236415,1.401600006,1.547072604,16388.93945,19.53363625,1,2,-25,0.5439504,6,0
Zimbabwe,ZWE,46,2009,2.218890788,2.092727015,2.177392397,12086.74414,8.654145961,1,2,-24,0.5439504,7,1
Zimbabwe,ZWE,46,2010,2.218890788,2.092727015,2.177392397,20834.70898,9.871713746,1,2,-24,0.5439504,7,0

